timestamp,application_name,environment,response_time_ms,throughput_rpm,cpu_usage_percent,memory_usage_percent,error_rate_percent,timeout_count,is_injected_anomaly
2026-03-14 21:10:28.160485,CoreBankingApp,Production,294.9910136403854,1162.2022141347668,60.40489658479011,84.56095675572024,1.2902938521087837,0,0
2026-03-14 21:15:28.160485,CoreBankingApp,Production,305.91588542165994,1197.4547499172425,59.44908107568466,66.76064488985126,0.7439649296311769,1,0
2026-03-14 21:20:28.160485,CoreBankingApp,Production,297.90562725609493,1307.8561736823704,74.52761561568633,60.68564542486506,0.9077938121102946,1,0
2026-03-14 21:25:28.160485,CoreBankingApp,Production,327.6973391767035,1208.9731135277832,62.55129906817427,66.4315811821545,1.0229527504975247,2,0
2026-03-14 21:30:28.160485,CoreBankingApp,Production,361.67626447924965,1172.311152202029,62.66292883975247,72.81013868493315,1.2916399648576324,1,0
2026-03-14 21:35:28.160485,CoreBankingApp,Production,260.51545577168747,1145.855425055892,60.155647761317084,59.76617702299555,1.1345239628550723,0,0
2026-03-14 21:40:28.160485,CoreBankingApp,Production,297.58519169138685,981.3330675637073,74.41904319425491,75.23234358031993,1.0838100390890397,1,0
2026-03-14 21:45:28.160485,CoreBankingApp,Production,293.8267615433027,1155.1823928265283,43.51593807130689,59.38962780496001,1.0631188067550958,0,0
2026-03-14 21:50:28.160485,CoreBankingApp,Production,297.9430061660273,1180.5683678931177,71.20757439818124,72.00268838549687,1.2537107732772939,0,0
2026-03-14 21:55:28.160485,CoreBankingApp,Production,256.61045140689805,1252.5882580648858,40.02499961932479,66.32665974520363,1.2919309191327195,0,0
2026-03-14 22:00:28.160485,CoreBankingApp,Production,322.44411621663306,1223.4539674240568,55.654507130116684,79.69104450673633,1.1872006872894993,1,0
2026-03-14 22:05:28.160485,CoreBankingApp,Production,298.7377258387465,1092.0713060786443,77.26522221960784,72.61550246896165,0.7878397034435217,0,0
2026-03-14 22:10:28.160485,CoreBankingApp,Production,308.3459409062849,1184.434737318684,66.26940331887221,63.99145052088143,1.2437969220221192,1,0
